name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for sawnwood, hardwood, raw, dried (u=20%);sawnwood, hardwood, raw, dried (u=20%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;e17a492637a3f0da009b56adc791bf7e;market activity;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market for peanut seed, at farm;peanut seed, at farm;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a25c7c13721c4efdcf8712c1ebaba0ab;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1421;Groundnuts, seed for planting;AgriForeAnim;Agricultural & forestry products
market for capacitor, film type, for through-hole mounting;capacitor, film type, for through-hole mounting;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;54f538c893808698cb3a89ae67c76c87;market activity;26100;Manufacture of electronic components and boards;47110;Electrical capacitors;MachElecTrans;Metal/electronic equipments & parts
market for benzoic-compound;benzoic-compound;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2dc320a6b483c0f5868d3dc222dd2de6;market activity;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for printed wiring board, through-hole mounted, unspecified, Pb containing;printed wiring board, through-hole mounted, unspecified, Pb containing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ee96cdd1441e4db29b371c9c23b5445d;market activity;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market for sponge iron;sponge iron;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8c156de535cc461905edb18f17ec9ce8;market activity;24100;Manufacture of basic iron and steel;41116;Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets[…];MetalAlloy;Basic metals & alloys, their semi-finished products
market for carbon monoxide;carbon monoxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;6c34763c1a84b8172102b2add76d34cc;market activity;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for cleaning consumables, without water, in 13.6% solution state;cleaning consumables, without water, in 13.6% solution state;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8eaf080469da4087aff8f05bf3dba09b;market activity;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market for capacitor, electrolyte type, < 2cm height;capacitor, electrolyte type, < 2cm height;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e8f08ec48a26ed189fe166cff13d1c7d;market activity;26100;Manufacture of electronic components and boards;47110;Electrical capacitors;MachElecTrans;Metal/electronic equipments & parts
market for bentonite;bentonite;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8a4a5b701f68b5d1559ed70719edd1fc;market activity;8100;Quarrying of stone, sand and clay;15400;Clays;OreMinFuel;Ores, minerals & fuels
market for fatty acid;fatty acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;435737c5d40498ead3813ee28906ca13;market activity;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for poultry manure, fresh;poultry manure, fresh;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;0654fa2a94bae92b96257ca44dc238ed;market activity;1610;Support activities for crop production;34654;Excreta of animals useful for manure/fertilizer and fuel preparation;Chemical;Chemical products
market for sawlog and veneer log, azobe, debarked, measured as solid wood;sawlog and veneer log, azobe, debarked, measured as solid wood;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;72c62cd3c9600f3a70bbc76a2f78d62b;market activity;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market for process-specific burdens, import of copper to Switzerland;process-specific burdens, import of copper to Switzerland;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;795c88e2ceb654df436ccd5c84c5914f;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41413;"Refined copper and copper alloys, unwrought; master alloys of copper";MetalAlloy;Basic metals & alloys, their semi-finished products
market for trichloroacetic acid;trichloroacetic acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;ab76df4845d8b838daf0933e3bca8885;market activity;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for 1-butanol;1-butanol;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;20624759f7a188d885855b620a3ec399;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX;nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;aa97bc0fb835ed682c17071fd163d1e4;market activity;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
market for almond;almond;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;0fc83ec01c41c2b0e480a579dad29277;market activity;1250;Growing of other tree and bush fruits and nuts;1371;Almonds, in shell;AgriForeAnim;Agricultural & forestry products
market for aluminium removed by drilling, conventional;aluminium removed by drilling, conventional;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f6a649b400b6c49bdf9e465997262e4e;market activity;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for fishmeal, 65-67% protein;fishmeal, 65-67% protein;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d0d77072e7d32a9dfcea2713e4a4733d;market activity;10200;Processing and preserving of fish, crustaceans and molluscs;21291;Flours, meals and pellets, inedible, of fish, crustaceans, molluscs or other aquatic invertebrates;ProcBio;Food & beverages, animal feed
market for vegetable oil, refined;vegetable oil, refined;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;72c8c162633f57f8a8679424cf6b588a;market activity;10400;Manufacture of vegetable and animal oils and fats;21600;Vegetable oils;ProcBio;Food & beverages, animal feed
market for kiwi;kiwi;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6bca334cb5420a1a5f4bb9728dede03b;market activity;1250;Growing of other tree and bush fruits and nuts;1352;Kiwi fruit;AgriForeAnim;Agricultural & forestry products
market for brass removed by turning, primarily roughing, conventional;brass removed by turning, primarily roughing, conventional;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1bfdaa44ca73a2382a97c4f4d3f6f688;market activity;25920;"Treatment and coating of metals; machining";39360;Waste and scrap of other metals;AgriForeAnim;Agricultural & forestry products
market for sunflower seed;sunflower seed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;17f06bc48606a8fe4e657002a7d8d2d8;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1445;Sunflower seed;AgriForeAnim;Agricultural & forestry products
market for palm fruit bunch;palm fruit bunch;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;b5931cc2f3f41e207813fb5d58e198f8;market activity;1260;Growing of oleaginous fruits;1491;Palm nuts and kernels;AgriForeAnim;Agricultural & forestry products
market for isobutanol;isobutanol;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;3fef6f14b2705f886a04763532941215;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for electrolyte, nickel-rich;electrolyte, nickel-rich;ecoinvent-3.9.1-cutoff;cubic meter;1.0;GLO;c57acd5f9990d38f116360f889bd5068;market activity;7290;Mining of other non-ferrous metal ores;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for 2,3-dimethylbutan;2,3-dimethylbutan;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;39525e8fd1090314b21edbe71df36e50;market activity;19200;Manufacture of refined petroleum products;34100;Basic organic chemicals;Chemical;Chemical products
market for lime, hydrated, packed;lime, hydrated, packed;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;c7d075041447723e052defd7d3c10af2;market activity;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for petroleum;petroleum;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;c7cf571e5175aa5d01e44a386009bcec;market activity;46610;Wholesale of solid, liquid and gaseous fuels and related products;12010;Petroleum oils and oils obtained from bituminous minerals, crude;OreMinFuel;Ores, minerals & fuels
market for phosphorus oxychloride;phosphorus oxychloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;981d3e87d35588f06e6bc87d2be8c9fb;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for sawnwood, board, softwood, raw, dried (u=10%);sawnwood, board, softwood, raw, dried (u=10%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;6acf5ebec1c9b2608349c40a18cf5729;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for dinitroaniline-compound;dinitroaniline-compound;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6fef792602c8862ceb36359d3a5a7e8e;market activity;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market for pentaerythritol;pentaerythritol;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d32baff85328e14850a14e2168937e32;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for terbium-dysprosium oxide;terbium-dysprosium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3f7c004a194983c1e7d4dfcc9ac7971f;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for chlorine dioxide;chlorine dioxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;ae4a4b286baf64e432ec0ac447f8bb19;market activity;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for landed anchovy by-catch, fresh;landed anchovy by-catch, fresh;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f24569a0e57c6ee3e8817a20bdbc49c9;market activity;3110;Marine fishing;4261;Other wild pelagic fish, live, fresh or chilled;AgriForeAnim;Live animal, fish & their products
market for wax, lost-wax casting;wax, lost-wax casting;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f421ef9e73c59455a421dffb9b367b51;market activity;19200;Manufacture of refined petroleum products;33500;"Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, […]";OreMinFuel;Ores, minerals & fuels
market for electric connector, wire clamp;electric connector, wire clamp;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e276f74c3c90e06b42ac4b8b48bed00f;market activity;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market for pineapple;pineapple;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a6d055e9c2bd0cd346d40223a8487d96;market activity;1220;Growing of tropical and subtropical fruits;1318;Pineapples;AgriForeAnim;Agricultural & forestry products
market for hydrazine;hydrazine;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;cdb19fb363bed3662eac4a0867232056;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for pig iron;pig iron;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;a309624068522e73107aef09fc7aca59;market activity;24100;Manufacture of basic iron and steel;41111;Pig iron and spiegeleisen in pigs, blocks or other primary forms;MetalAlloy;Basic metals & alloys, their semi-finished products
market for sodium sulfide;sodium sulfide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8318c6968b9cf8acb7e03f1a771874fb;market activity;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for straw, organic;straw, organic;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;e1d2a7d5751f8635806666d8964a3b60;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;AgriForeAnim;Agricultural & forestry products
market for coal tar;coal tar;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;843d0949e9fdb184861a788655f8ca0e;market activity;19100;Manufacture of coke oven products;34530;Roasted iron pyrites;Chemical;Chemical products
market for tractor, 4-wheel, agricultural;tractor, 4-wheel, agricultural;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ed8ee668aa39ae6aab447e4080d6ac6f;market activity;28210;Manufacture of agricultural and forestry machinery;44140;Agricultural tractors;MachElecTrans;Metal/electronic equipments & parts
market for alkyd paint, white, without water, in 60% solution state;alkyd paint, white, without water, in 60% solution state;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;bfe0be72ba99530828042b5ccd7d26a9;market activity;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for lithium hydroxide;lithium hydroxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;464c6360725050e3227a12d9cfb2afeb;market activity;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market for peat;peat;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;de9fc23e0086760d29ef234de23e8f44;market activity;8920;Extraction of peat;11050;Peat;OreMinFuel;Ores, minerals & fuels
market for battery cell, Li-ion, NMC811;battery cell, Li-ion, NMC811;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;87af8885dd58f0290b4d78321761cb62;market activity;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market for activated bentonite;activated bentonite;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;939a96525f6c241f329c8397e5304955;market activity;20110;Manufacture of basic chemicals;15400;Clays;OreMinFuel;Ores, minerals & fuels
market for light emitting diode;light emitting diode;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;fbbc45c575d6004d4ef2227855b434dd;market activity;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
market for cathode, NMC811, for Li-ion battery;cathode, NMC811, for Li-ion battery;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;80310b5021efcb8abcf6d15a9f5ce58e;market activity;27200;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
