;location;database;code;name;reference product;unit;Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
f4a27cfc1ea563cc1b8fe86fb14d478a;GLO;SSP1-PkBudg500-2030;f4a27cfc1ea563cc1b8fe86fb14d478a;market for barium carbonate;barium carbonate;kilogram;0.0011942598239990225;3.031102973963756e-08;5.104816827010094e-09;9.828253293804701e-06;0.05971009485374687;;;
a37c5cb5a0b59c20939157f6314e66b4;RoW;SSP1-PkBudg500-2030;a37c5cb5a0b59c20939157f6314e66b4;market for dimethylamine;dimethylamine;kilogram;0.004003306690214554;2.8961790266343605e-08;1.1043579232575282e-08;4.869369208335397e-06;0.5102109518416535;;;
7ba6261fd7ba33e2907f7d52adae500b;GLO;SSP1-PkBudg500-2030;7ba6261fd7ba33e2907f7d52adae500b;market for hard disk drive, for laptop computer;hard disk drive, for laptop computer;unit;0.02709704380881932;1.8149814315398428e-07;1.2792694016069637e-08;1.0838426400035815e-05;0.13957750247362033;;;
8431a1b046d7fbb9e477334b512f76ee;GLO;SSP1-PkBudg500-2030;8431a1b046d7fbb9e477334b512f76ee;market for sodium persulfate;sodium persulfate;kilogram;0.0018948370283612115;5.965876180211284e-08;6.177324736141045e-09;4.579642700823929e-06;0.1034223618182969;;;
db6197d04ddc76f4bfa7b1a06597f4ff;GLO;SSP1-PkBudg500-2030;db6197d04ddc76f4bfa7b1a06597f4ff;market for tetrahydrofuran;tetrahydrofuran;kilogram;0.00543663204923989;1.9153493929425172e-07;1.8964375385462957e-08;9.708956942130845e-06;0.5481266995670877;;;
1d95a9865e5ecb049eb64f6823865078;GLO;SSP1-PkBudg500-2030;1d95a9865e5ecb049eb64f6823865078;market for monoethanolamine;monoethanolamine;kilogram;0.006505864819736105;6.189264280225032e-08;9.93871927078392e-09;4.535911782872565e-06;0.4877356274626674;;;
2824fd8be29b9396fcb4894aa0c5e9f3;GLO;SSP1-PkBudg500-2030;2824fd8be29b9396fcb4894aa0c5e9f3;market for crust from Parkes process for lead production;crust from Parkes process for lead production;kilogram;0.03063984955575616;1.0202113724270745e-07;4.619704761419196e-08;0.00010553091873934731;0.558753512518197;;;
27d3fab7aa9ceb09635fe59f5d0984b1;GLO;SSP1-PkBudg500-2030;27d3fab7aa9ceb09635fe59f5d0984b1;market for rolling mill;rolling mill;unit;206.63481656337748;0.0025296021029209423;0.0007396618674502653;1.1162646209828813;13546.262842462085;;;
f26980d768519c377a7ec264b866e732;GLO;SSP1-PkBudg500-2030;f26980d768519c377a7ec264b866e732;market for refractory, basic, packed;refractory, basic, packed;kilogram;0.002619422008846751;1.5640750014482067e-08;1.0177921900458842e-08;5.8124402948943206e-06;0.5651207552984507;;;
ee96cdd1441e4db29b371c9c23b5445d;GLO;SSP1-PkBudg500-2030;ee96cdd1441e4db29b371c9c23b5445d;market for printed wiring board, through-hole mounted, unspecified, Pb containing;printed wiring board, through-hole mounted, unspecified, Pb containing;kilogram;0.9476691199793223;3.396674107375717e-06;2.401157846923691e-07;0.00022310012511218355;3.0936269704902877;;;
e7766f05167c704ee07f213918b99a59;GLO;SSP1-PkBudg500-2030;e7766f05167c704ee07f213918b99a59;market for fibre cement corrugated slab;fibre cement corrugated slab;kilogram;0.0021065125505657293;1.7128082273733536e-08;3.4327017739685865e-09;1.4251330637887381e-06;0.03522521702697063;;;
1c2c1112d2f701572ba1b0efd739eae0;RoW;SSP1-PkBudg500-2030;1c2c1112d2f701572ba1b0efd739eae0;market for slab and siding, hardwood, wet, measured as dry mass;slab and siding, hardwood, wet, measured as dry mass;kilogram;0.00011014129905855059;5.242134793621039e-10;2.0172036125408765e-09;5.303195101430783e-08;0.0025084742608964877;;;
384aef1e203c8dbc4c9690e076ea8301;GLO;SSP1-PkBudg500-2030;384aef1e203c8dbc4c9690e076ea8301;market for furnace, wood chips, softwood storage area, 50kW;furnace, wood chips, softwood storage area, 50kW;unit;24.713297722768917;0.00018070599956001128;6.833591635501618e-05;0.0353187405158618;921.8791474514071;;;
686d78fa45898d3084761c9684a6137d;GLO;SSP1-PkBudg500-2030;686d78fa45898d3084761c9684a6137d;market for mecoprop;mecoprop;kilogram;0.008993137770255632;1.7340630568225431e-07;1.4572913696827147e-08;7.535945694736841e-06;0.6409490772966204;;;
36312a62a043eb8374d232cf30167c22;GLO;SSP1-PkBudg500-2030;36312a62a043eb8374d232cf30167c22;market for gold;gold;kilogram;71.8952969890634;0.002102075064318444;0.00032964531253007224;0.42120991352237497;2616.347311958987;;;
acbf8c77df3d14c719c7156c91e11190;RoW;SSP1-PkBudg500-2030;acbf8c77df3d14c719c7156c91e11190;market for monochlorobenzene;monochlorobenzene;kilogram;0.007894418010882037;5.052079266581883e-08;9.40483181132019e-09;5.124328841603192e-06;0.5277732128808132;;;
071c1d06be86bcac5ce6df770846da52;GLO;SSP1-PkBudg500-2030;071c1d06be86bcac5ce6df770846da52;market for mandarin, processing grade;mandarin, processing grade;kilogram;0.001237634523804734;1.0387407997948867e-08;1.370527982312256e-08;2.9970242854196686e-06;0.04364720699397461;;;
0352c8beb3a44e9bde436ac42da9f2b0;RoW;SSP1-PkBudg500-2030;0352c8beb3a44e9bde436ac42da9f2b0;market for hydroxylamine;hydroxylamine;kilogram;0.018782260380737555;4.4207405840169446e-07;1.004666770401812e-07;6.67688143710524e-05;1.0466903821259936;;;
0f7a272b0ebd0436df0e81e72fcbae66;GLO;SSP1-PkBudg500-2030;0f7a272b0ebd0436df0e81e72fcbae66;market for building, upmarket hotel;building, upmarket hotel;unit;20247.89650068823;0.06869701283160996;0.03119280657731673;12.357632181254623;404345.97569696134;;;
dcfeaad24e98eec4ad5ad52cb00e2c24;GLO;SSP1-PkBudg500-2030;dcfeaad24e98eec4ad5ad52cb00e2c24;market for strawberry;strawberry;kilogram;0.002453782336252248;8.803801237050189e-09;4.5668329856906904e-09;1.9199919347517e-06;0.053973210623207854;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
3525581f14e97f49921c004e80e229b9;GLO;SSP1-PkBudg500-2030;3525581f14e97f49921c004e80e229b9;market for maize grain, feed, organic;maize grain, feed, organic;kilogram;0.0007768435583734621;5.1300730182983266e-09;1.877882639043014e-08;2.5705058381081847e-06;0.02369848607950084;;;
80310b5021efcb8abcf6d15a9f5ce58e;RoW;SSP1-PkBudg500-2030;80310b5021efcb8abcf6d15a9f5ce58e;market for cathode, NMC811, for Li-ion battery;cathode, NMC811, for Li-ion battery;kilogram;1.3652257774536654;2.3216983669817607e-06;1.0625073619179912e-07;7.364831621459949e-05;5.108172152149896;;;
6bf373a80bd4412c8e3b4a329c03518b;World;SSP1-PkBudg500-2030;6bf373a80bd4412c8e3b4a329c03518b;market for cement, unspecified;cement, unspecified;kilogram;0.0005491684274331415;5.208645334944471e-09;2.650323553076697e-09;1.0973771697765648e-06;0.024662634959726603;;;
0b39e4df490b36a711590c86b6250e1d;GLO;SSP1-PkBudg500-2030;0b39e4df490b36a711590c86b6250e1d;market for 1-naphthylacetic acid;1-naphthylacetic acid;kilogram;0.008696612735322124;1.174179893358049e-07;1.2000930241391554e-08;6.202195750181525e-06;0.56918212450737;;;
8811d20c7cbaece9abf30ba053be05b7;RoW;SSP1-PkBudg500-2030;8811d20c7cbaece9abf30ba053be05b7;market for soybean;soybean;kilogram;0.000625201151365248;2.7979050440580246e-09;4.3262522734637976e-08;4.884746862064767e-06;0.019341957279903555;;;
24e26531d5f313f55a4923ddf4ce7f12;RoW;SSP1-PkBudg500-2030;24e26531d5f313f55a4923ddf4ce7f12;market for cobalt sulfate;cobalt sulfate;kilogram;9.098970416441169;4.393268816659709e-06;1.4341045916760268e-07;0.00011057919215340849;4.587848536465522;;;
abf3af8d7d5d904cbd9de6345ffade1f;GLO;SSP1-PkBudg500-2030;abf3af8d7d5d904cbd9de6345ffade1f;market for base plaster;base plaster;kilogram;0.00021511715257355312;2.6001470878426063e-09;1.0030085592056484e-09;3.899260796226255e-07;0.009242662804964193;;;
e3b0cc14979bf8f209b7db5d434477d5;GLO;SSP1-PkBudg500-2030;e3b0cc14979bf8f209b7db5d434477d5;market for inert filler;inert filler;kilogram;0.00014274751305403408;6.71728710320807e-10;2.521951859144625e-10;1.0769256417429106e-07;0.004555321398174301;;;
7d17a0ec84ea7ba207d47020a46144d3;GLO;SSP1-PkBudg500-2030;7d17a0ec84ea7ba207d47020a46144d3;market for electric parts, mini CHP plant;electric parts, mini CHP plant;unit;0.8395802169543786;1.2101536074255314e-05;2.2748926274818534e-06;0.0018059284576625347;36.72302048299341;;;
14fdba12e9bad5e0f0ca4ff8be3645da;GLO;SSP1-PkBudg500-2030;14fdba12e9bad5e0f0ca4ff8be3645da;market for heavy water;heavy water;kilogram;14.558240854449421;1.0811634583234749e-05;4.966360359063569e-06;0.0026488388055543877;126.95603093971417;;;
00e1aaacb366e2e2eb39233abbfee49e;GLO;SSP1-PkBudg500-2030;00e1aaacb366e2e2eb39233abbfee49e;market for offshore platform, petroleum;offshore platform, petroleum;unit;209894.60990191426;0.4393599774458532;0.0290359592974248;31.67684156204817;567854.0784075679;;;
8ee7fea6bd710b6ddec90038c267b2f9;GLO;SSP1-PkBudg500-2030;8ee7fea6bd710b6ddec90038c267b2f9;market for marine electric motor;marine electric motor;unit;124.83604097767859;0.00034857627762412184;8.848759783626162e-05;0.0967365529668285;589.9714536657594;;;
efacd80b24db5451adfa73b0b1b6d0e1;GLO;SSP1-PkBudg500-2030;efacd80b24db5451adfa73b0b1b6d0e1;market for borax, anhydrous, powder;borax, anhydrous, powder;kilogram;0.0027196027354871822;4.6811302376891404e-08;6.131644467748965e-09;2.5864691298170076e-06;0.17949809721629695;;;
85e0369591f9007f1380c2d4a944fe6f;RoW;SSP1-PkBudg500-2030;85e0369591f9007f1380c2d4a944fe6f;market for phosgene, liquid;phosgene, liquid;kilogram;0.002028182108165241;8.765268320012313e-08;3.796534029583035e-09;2.1370287479443776e-06;0.16659618651512492;;;
72c62cd3c9600f3a70bbc76a2f78d62b;RoW;SSP1-PkBudg500-2030;72c62cd3c9600f3a70bbc76a2f78d62b;market for sawlog and veneer log, azobe, debarked, measured as solid wood;sawlog and veneer log, azobe, debarked, measured as solid wood;cubic meter;0.8223904336950258;1.168723202831015e-06;5.4931801023086924e-05;0.006349393676281345;20.71031363914797;;;
ae02a6e720d34dafe4d7b23e483f37aa;GLO;SSP1-PkBudg500-2030;ae02a6e720d34dafe4d7b23e483f37aa;market for natural stone plate, grounded;natural stone plate, grounded;kilogram;0.0014268639336445183;3.340135468422753e-08;1.5665593965406238e-09;4.592608202326049e-06;0.028599042047181496;;;
adf2ea43cb0ec0692d688a9c23e26505;GLO;SSP1-PkBudg500-2030;adf2ea43cb0ec0692d688a9c23e26505;market for liquid storage tank, chemicals, organics;liquid storage tank, chemicals, organics;unit;2591.166804585761;0.020411757007331627;0.006131788159031589;8.550684829414465;158191.07697528036;;;
f4fc6fc01ac1690b303a13fd31963273;GLO;SSP1-PkBudg500-2030;f4fc6fc01ac1690b303a13fd31963273;market for acrolein;acrolein;kilogram;0.007325024234577832;5.760118710801646e-08;7.431519604241108e-09;3.3094671262800014e-06;0.5224726399715283;;;
518dedc705d16e4f296fafc6da0d0298;GLO;SSP1-PkBudg500-2030;518dedc705d16e4f296fafc6da0d0298;market for gas turbine, 80MW, for compressed air energy storage;gas turbine, 80MW, for compressed air energy storage;unit;9188.769903413173;0.013058223674466135;0.0015402191356597887;2.9497197463154254;34645.540149403714;;;
ba5fc1e34b148c246e98a574b254f723;GLO;SSP1-PkBudg500-2030;ba5fc1e34b148c246e98a574b254f723;market for wood preservative, inorganic salt, containing Cr;wood preservative, inorganic salt, containing Cr;kilogram;0.2594043553582917;5.553450004865515e-08;2.8756773695539302e-08;0.00017102325696215012;0.20365109289573796;;;
e64c6f3349808096d48837d8ba8ffe78;GLO;SSP1-PkBudg500-2030;e64c6f3349808096d48837d8ba8ffe78;market for heptane;heptane;kilogram;0.004296318256839785;8.461409218486498e-09;4.145111266551266e-09;1.8564938412054552e-06;0.4539623693764155;;;
1fa519a80419ec64cf19a371c2078202;GLO;SSP1-PkBudg500-2030;1fa519a80419ec64cf19a371c2078202;market for swine for slaughtering, live weight;swine for slaughtering, live weight;kilogram;0.007524103107690687;1.405951384728915e-07;7.518655047018425e-08;2.0868746600746983e-05;0.28536267503040896;;;
e39f0296561bf61bd6b45b0a88077030;GLO;SSP1-PkBudg500-2030;e39f0296561bf61bd6b45b0a88077030;market for azodicarbonamide;azodicarbonamide;kilogram;0.011351947504836566;4.956078289896669e-07;4.2395424652631553e-08;2.3297445566194665e-05;0.8025094856205368;;;
914da383ee37147592732e6bdaf6c1dc;GLO;SSP1-PkBudg500-2030;914da383ee37147592732e6bdaf6c1dc;market for battery management system, for Li-ion battery;battery management system, for Li-ion battery;kilogram;0.49930409289146205;1.8116275896107075e-06;2.5937870942256643e-07;0.0002507474305390005;2.816876565470083;;;
c15ae9d816cf6db461c9a87e7ca7a47f;GLO;SSP1-PkBudg500-2030;c15ae9d816cf6db461c9a87e7ca7a47f;market for metolachlor;metolachlor;kilogram;0.015680126946955537;1.9551999642225893e-07;8.345009777272786e-08;6.05226109715534e-05;1.1830793012860465;;;
8365d8ebdc32cb51795f874fef220c90;GLO;SSP1-PkBudg500-2030;8365d8ebdc32cb51795f874fef220c90;market for capacitor, electrolyte type, > 2cm height;capacitor, electrolyte type, > 2cm height;kilogram;0.8830050324571103;2.2650900621121144e-06;1.0255087196145395e-07;5.4351516245977575e-05;1.7576888237670396;;;
dbcd34cc6eac2909da3c1435cd5b15c7;GLO;SSP1-PkBudg500-2030;dbcd34cc6eac2909da3c1435cd5b15c7;market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical;heat and power co-generation unit, organic Rankine cycle, 3MW electrical;unit;4453.40321726976;0.008928196720378166;0.001972098412764975;2.9157652402044305;39027.28079204938;;;
202f002a2dd82cdd3a95fec5485909c7;GLO;SSP1-PkBudg500-2030;202f002a2dd82cdd3a95fec5485909c7;market for polarizer, liquid crystals and colour filters, for liquid crystal display;polarizer, liquid crystals and colour filters, for liquid crystal display;kilogram;1.4727581201507616;6.711890772885034e-06;2.8022334979102573e-07;0.0001385891843908614;4.191945242858077;;;
23cd14ef7f57ad273d649977124985aa;GLO;SSP1-PkBudg500-2030;23cd14ef7f57ad273d649977124985aa;market for protein pea, organic;protein pea, organic;kilogram;0.0011897949244976114;4.954104991060233e-09;3.636647247343623e-08;2.82939018233323e-06;0.03144517523545365;;;
5c99b492af40d2b835cd87a4d10d12a8;GLO;SSP1-PkBudg500-2030;5c99b492af40d2b835cd87a4d10d12a8;market for dimethylaminopropylamine;dimethylaminopropylamine;kilogram;0.007546280585320132;6.271718267031775e-08;1.5399066869812832e-08;7.717955402734507e-06;0.673511099638923;;;
d8e765ad693d6328c69b411f2b8cb3e7;GLO;SSP1-PkBudg500-2030;d8e765ad693d6328c69b411f2b8cb3e7;market for iron sinter;iron sinter;kilogram;0.000338265421238915;3.0126234650056107e-09;1.7771401738110623e-09;1.0307412200641091e-06;0.17174978366923307;;;
d2c89ef3a0da22987d0a9e401b9448f1;GLO;SSP1-PkBudg500-2030;d2c89ef3a0da22987d0a9e401b9448f1;market for heat pump, 30kW;heat pump, 30kW;unit;2.459737644880448;5.233111299807011e-05;2.6810278692538708e-05;0.021707932237081264;197.84604418453057;;;
95f0c8456cc0e6d5058d03c57ed84fe1;GLO;SSP1-PkBudg500-2030;95f0c8456cc0e6d5058d03c57ed84fe1;market for ethylene carbonate;ethylene carbonate;kilogram;0.004107492921625925;3.3797046666877076e-08;5.260314292331787e-09;2.533487105790089e-06;0.2793917313959006;;;
55deb32257d77bd7b09eaae8890e7ee1;GLO;SSP1-PkBudg500-2030;55deb32257d77bd7b09eaae8890e7ee1;market for piperidine;piperidine;kilogram;0.018883228664045855;1.3868411797196115e-07;3.183485246781425e-08;1.4482988745229954e-05;1.472635956553588;;;
66662a599dfa600065de991b42b4e59a;GLO;SSP1-PkBudg500-2030;66662a599dfa600065de991b42b4e59a;market for kaolin;kaolin;kilogram;0.0001288833259155013;9.180497905885233e-09;5.269099397302339e-10;2.658372193886387e-07;0.009892188154830332;;;
8d1f644cfb4f2d1e4d69030fe28803e8;GLO;SSP1-PkBudg500-2030;8d1f644cfb4f2d1e4d69030fe28803e8;market for NOx retained, by selective catalytic reduction;NOx retained, by selective catalytic reduction;kilogram;0.001108808934971786;6.181795641908025e-09;5.755467386724909e-09;2.5487553870880276e-06;0.087032815779973;;;
3b068c79e45729bbb6199825acd0cc98;RoW;SSP1-PkBudg500-2030;3b068c79e45729bbb6199825acd0cc98;market for flyash brick;flyash brick;kilogram;0.012985688073845194;1.3634212442754853e-08;2.447265605786114e-09;4.9950549513326565e-06;0.0647346274015011;;;
864c358f9f6012bc0f8fb9d6ace2c973;GLO;SSP1-PkBudg500-2030;864c358f9f6012bc0f8fb9d6ace2c973;market for solvent, organic;solvent, organic;kilogram;0.005128522836148509;1.011901610140712e-08;4.976218420929795e-09;2.233041730603636e-06;0.538539736104393;;;
d6fab41b5e2cf27dc492ebc8f875761f;GLO;SSP1-PkBudg500-2030;d6fab41b5e2cf27dc492ebc8f875761f;market for trimethyl borate;trimethyl borate;kilogram;0.004888558182869044;3.470928935143541e-08;1.2144134071707168e-08;6.544771659302382e-06;0.44211200881257184;;;
2f1b7fba34cf5cdfd1d134e6c7391eb8;GLO;SSP1-PkBudg500-2030;2f1b7fba34cf5cdfd1d134e6c7391eb8;market for blower and heat exchange unit, central, 600-1200 m3/h;blower and heat exchange unit, central, 600-1200 m3/h;unit;3.864494178002851;2.4581288515771167e-05;4.471856870503182e-06;0.003943523334076088;60.15874227311469;;;
3580f83bd64a0ce05ca11dc9be4dbdef;GLO;SSP1-PkBudg500-2030;3580f83bd64a0ce05ca11dc9be4dbdef;market for absorption chiller, 100kW;absorption chiller, 100kW;unit;97.50701456602559;0.0007097899717075112;0.00018187038114881167;0.19865891377359832;1967.3065313483194;;;
e8f08ec48a26ed189fe166cff13d1c7d;GLO;SSP1-PkBudg500-2030;e8f08ec48a26ed189fe166cff13d1c7d;market for capacitor, electrolyte type, < 2cm height;capacitor, electrolyte type, < 2cm height;kilogram;0.9265267982599839;2.7146277800624253e-06;1.907764638288436e-07;0.00016021761502161275;2.827060824449599;;;
2121ad920c190c0e0f09ce7072b1bb65;GLO;SSP1-PkBudg500-2030;2121ad920c190c0e0f09ce7072b1bb65;market for aclonifen;aclonifen;kilogram;0.011940328523018351;2.094461648056569e-07;2.4410064641867163e-08;1.2647801363374684e-05;0.8305869548806417;;;
fd54b5dfec29f8cc88a88de2e5f80a43;GLO;SSP1-PkBudg500-2030;fd54b5dfec29f8cc88a88de2e5f80a43;market for rape seed, organic;rape seed, organic;kilogram;0.0014936990003238124;6.743427199041579e-09;4.9980101124383384e-08;7.3005716078765724e-06;0.03956711583498658;;;
2b4fb423557ff1bf236754634d4c7b73;GLO;SSP1-PkBudg500-2030;2b4fb423557ff1bf236754634d4c7b73;market for cucumber;cucumber;kilogram;0.0012295390006872501;1.63469791728859e-08;1.4778402473751843e-08;6.894465683027851e-06;0.10011428878472428;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
460f39c08e600e8d42f573617d07c573;GLO;SSP1-PkBudg500-2030;460f39c08e600e8d42f573617d07c573;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram;0.0;0.0;0.0;0.0;0.0;;;
e229ace9c0c670aef7c1998446d5c3ca;GLO;SSP1-PkBudg500-2030;e229ace9c0c670aef7c1998446d5c3ca;market for ethylene glycol;ethylene glycol;kilogram;0.005433192411427187;4.530069122298718e-08;5.636078257144371e-09;2.7026035890698137e-06;0.37041672784930724;;;
61fda742605a60b0cc430ad764085e71;GLO;SSP1-PkBudg500-2030;61fda742605a60b0cc430ad764085e71;market for 2,4-dichlorotoluene;2,4-dichlorotoluene;kilogram;0.005609406930687049;1.0439188537941364e-07;7.563646026568076e-09;3.818539281905747e-06;0.4312283961899598;;;
2a0b7305724cc6e99075800d89d643a5;GLO;SSP1-PkBudg500-2030;2a0b7305724cc6e99075800d89d643a5;market for tanker, for liquid goods other than petroleum and liquefied natural gas;tanker, for liquid goods other than petroleum and liquefied natural gas;unit;285938.60730928904;1.7927883095270762;0.260097461046997;401.1259471602237;6424669.808538816;;;
8a9180e2f3ba09cbbf928b887930a815;RoW;SSP1-PkBudg500-2030;8a9180e2f3ba09cbbf928b887930a815;market for butyl acrylate;butyl acrylate;kilogram;0.008407831814980645;6.555534612835325e-08;2.0922709418362845e-08;1.0196448005528334e-05;0.6771496738194256;;;
308fda96e7a89ddb18c0b1bc2271d38a;GLO;SSP1-PkBudg500-2030;308fda96e7a89ddb18c0b1bc2271d38a;market for prosulfocarb;prosulfocarb;kilogram;0.010183174615610791;2.3377828085994303e-07;2.1195306210377756e-08;1.0904534443075113e-05;0.795917140036752;;;
