activity type;database;name;production amount;code;unit;reference product;location;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, hardwood, raw, dried (u=10%);1.0;adf0a07677cab677862a2247e802e82e;cubic meter;sawnwood, beam, hardwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for lanthanum oxide;1.0;28fedd03b831e909660b2c383af429aa;kilogram;lanthanum oxide;GLO;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for yogurt, from cow milk;1.0;83fda3cac6a5669a5091e0815e8dc80f;kilogram;yogurt, from cow milk;GLO;10500;Manufacture of dairy products;22230;Yoghurt and other fermented or acidified milk and cream;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for yarn, jute;1.0;35ec28ca77e80f8ea81959cf07d6c056;kilogram;yarn, jute;GLO;13110;Preparation and spinning of textile fibres;26380;"Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn";ProcBio;Textile
market activity;ecoinvent-3.9.1-cutoff;market for rape oil, crude;1.0;bd2032dac0eb286ae656cc8d7446818d;kilogram;rape oil, crude;RoW;10400;Manufacture of vegetable and animal oils and fats;21641;Rape, colza and mustard oil, crude;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for cadmium sulfide, semiconductor-grade;1.0;0dd4b92a22e8a251469a1f603fc2022c;kilogram;cadmium sulfide, semiconductor-grade;GLO;20110;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for cable, ribbon cable, 20-pin, with plugs;1.0;debab4413e58804821c02676c8ad8ca0;kilogram;cable, ribbon cable, 20-pin, with plugs;GLO;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for dichloropropene;1.0;73cf15ee2cdadaa9a07c6840c1765570;kilogram;dichloropropene;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for jatropha seed;1.0;4fa7d0ace170362f96ca12aa3152091f;kilogram;jatropha seed;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1963;Flower seeds;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for barium sulfide;1.0;2becdfda6ad89a83d56231acb50ff1e0;kilogram;barium sulfide;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for hydrogen, liquid;1.0;957c7cd32850cbf34c485588bb417f6c;kilogram;hydrogen, liquid;RoW;19200;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for biomethane, medium pressure, vehicle grade;1.0;539c211beecc4237d96ea968e53d83cf;kilogram;biomethane, medium pressure, vehicle grade;RoW;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for iron(III) sulfate, without water, in 12.5% iron solution state;1.0;a56f929c159ded22d07e41d989d47212;kilogram;iron(III) sulfate, without water, in 12.5% iron solution state;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for glass fibre;1.0;3ac7d8478a14a894284730281431383d;kilogram;glass fibre;GLO;23100;Manufacture of glass and glass products;37120;Glass fibres and articles thereof, except woven fabrics;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for polyethylene, linear low density, granulate;1.0;820517c31b756e66d54912bb9cb228c7;kilogram;polyethylene, linear low density, granulate;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for strawberry;1.0;dcfeaad24e98eec4ad5ad52cb00e2c24;kilogram;strawberry;GLO;1250;Growing of other tree and bush fruits and nuts;1354;Strawberries;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for DTPA, diethylenetriaminepentaacetic acid;1.0;6119acbadeae6871b07052f5677aa77a;kilogram;DTPA, diethylenetriaminepentaacetic acid;RoW;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for soybean meal;1.0;48c366d0b580d8cd8ae7ae2d54fc27c7;kilogram;soybean meal;RoW;10400;Manufacture of vegetable and animal oils and fats;21920;Flours and meals of oil seeds or oleaginous fruits, except those of mustard;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for wood wool boards, cement bonded;1.0;c7afdd330b2c647e24d538c8ce4de860;cubic meter;wood wool boards, cement bonded;RoW;16210;Manufacture of veneer sheets and wood-based panels;31220;"Wood wool; wood flour";ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for propylene, pipeline system;1.0;9b9856d732f71b968c9b3f638b62556b;kilogram;propylene, pipeline system;RoW;19200;Manufacture of refined petroleum products;33421;Ethylene, propylene, butylene, butadiene;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for benzal chloride;1.0;2aa321ba0d6219761008b0722772a356;kilogram;benzal chloride;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for trout feed, 42% protein;1.0;4623053f3e0de0c418e23d853af8730b;kilogram;trout feed, 42% protein;GLO;10800;Manufacture of prepared animal feeds;23310;Preparations used in animal feeding;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for polylactide, granulate;1.0;e071674a587f968dc60c241bb98bf662;kilogram;polylactide, granulate;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for tomato, processing grade;1.0;e5008c3d707688112dc1bd2d309b4bdd;kilogram;tomato, processing grade;GLO;1130;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for ethoxylated alcohol (AE11);1.0;2771305be48bbf3bcbe8ca566c7ea069;kilogram;ethoxylated alcohol (AE11);GLO;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for charger, electric passenger car;1.0;ded06c634985a223504c8bdd47bd12be;kilogram;charger, electric passenger car;GLO;27900;Manufacture of other electrical equipment;46400;Accumulators, primary cells and primary batteries, and parts thereof;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for cement, CEM V/B;1.0;6349a7ad374eb2a24b5a2fafbf08fc2d;kilogram;cement, CEM V/B;RoW;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for glyphosate;1.0;7b62e459ae2e302a703a92dd474a8342;kilogram;glyphosate;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for monochlorobenzene;1.0;acbf8c77df3d14c719c7156c91e11190;kilogram;monochlorobenzene;RoW;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for white spirit;1.0;7286549def54a52605a3aed9ef6b8e4e;kilogram;white spirit;GLO;19200;Manufacture of refined petroleum products;33350;White spirit and special boiling point industrial spirits;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for organo-mineral potassium fertiliser, as K2O;1.0;7abaca55d9266c3317eab654d748dd51;kilogram;organo-mineral potassium fertiliser, as K2O;GLO;1610;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for dinitroaniline-compound;1.0;6fef792602c8862ceb36359d3a5a7e8e;kilogram;dinitroaniline-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for perfluoropentane;1.0;6bbb367fa3e03a1a151f4277a6fd81ae;kilogram;perfluoropentane;GLO;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sodium perchlorate;1.0;daf842dc2084cada055e644571589f5c;kilogram;sodium perchlorate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for helium, crude stockpiling;1.0;a4531fb9d1ff97ceb529addd3bc8f6f7;kilogram;helium, crude stockpiling;GLO;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for ethylene glycol;1.0;e229ace9c0c670aef7c1998446d5c3ca;kilogram;ethylene glycol;GLO;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for natural gas, medium pressure, vehicle grade;1.0;24ef70eeea9f813901f85ed3a01bc554;kilogram;natural gas, medium pressure, vehicle grade;GLO;35200;"Manufacture of gas; distribution of gaseous fuels through mains";69120;Gas distribution through mains (on own account);OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for sugar beet seed, for sowing;1.0;0e497789afa7bc7f803c52dd6fa72925;kilogram;sugar beet seed, for sowing;GLO;1640;Seed processing for propagation;1803;Sugar beet seeds;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for linseed seed, at farm;1.0;18d16ef221c3893a7d21498cb1511e19;kilogram;linseed seed, at farm;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1441;Linseed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for phenyl acetic acid;1.0;5dc11bfa4bf1247f83847e5dae499c87;kilogram;phenyl acetic acid;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for pear;1.0;de09bd76fd0a2942041893fc210247d7;kilogram;pear;GLO;1240;Growing of pome fruits and stone fruits;1342;Pears and quinces;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for cabbage red;1.0;73c4f8da7274d6f25d3e1e504dd3e8bf;kilogram;cabbage red;GLO;1130;Growing of vegetables and melons, roots and tubers;1212;Cabbages;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for inert filler;1.0;e3b0cc14979bf8f209b7db5d434477d5;kilogram;inert filler;GLO;23940;Manufacture of cement, lime and plaster;37410;Plasters;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, board, hardwood, dried (u=10%), planed;1.0;154480f3a24f94a47285974d3d6eb38c;cubic meter;sawnwood, board, hardwood, dried (u=10%), planed;RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for succinic acid;1.0;0855753fb2d29bae1d22c4a233283322;kilogram;succinic acid;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for nickel, class 1;1.0;4347b9665d0aea69c7956fa09ac8db07;kilogram;nickel, class 1;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41422;Unwrought nickel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for fishmeal, 63-65% protein;1.0;1caf7675422a5b52fe6e9bfb82ac11e3;kilogram;fishmeal, 63-65% protein;GLO;10200;Processing and preserving of fish, crustaceans and molluscs;21291;Flours, meals and pellets, inedible, of fish, crustaceans, molluscs or other aquatic invertebrates;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for silicone product;1.0;cb548144c56921cd851d7c490fd4187f;kilogram;silicone product;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34800;Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for aluminium sulfate, without water, in 4.33% aluminium solution state;1.0;47cdfe57dee039faa69a9ae1a20ce71a;kilogram;aluminium sulfate, without water, in 4.33% aluminium solution state;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for phosgene, liquid;1.0;85e0369591f9007f1380c2d4a944fe6f;kilogram;phosgene, liquid;RoW;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for ammonium sulfate;1.0;fdc3aa0957da0e3ac1ddc7ecd32be77b;kilogram;ammonium sulfate;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34612;Ammonium sulphate;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for gold-silver, ingot;1.0;e06eed9912af66347d920075212adc8c;kilogram;gold-silver, ingot;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41320;Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for dimethyl hexynediol;1.0;d7a8acdc5c412df402e285a5c1291080;kilogram;dimethyl hexynediol;GLO;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;1.0;2a484ad3fb21bbebd8fb7fc24da60985;kilogram;nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;GLO;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for inductor, ring core choke type;1.0;19a480d38bf01436495ae2ed74d78fc9;kilogram;inductor, ring core choke type;GLO;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for palm date, conditioned and dried, organic;1.0;3417e68b559f959ee49e5512abb50846;kilogram;palm date, conditioned and dried, organic;GLO;10300;Processing and preserving of fruit and vegetables;21419;Other dried fruit, n.e.c.;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for phenol;1.0;581877bae2122a75fe8751e799992573;kilogram;phenol;RoW;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for maize flour;1.0;1a3e13a3f74eeee8d9ef48117c7ecedd;kilogram;maize flour;RoW;10610;Manufacture of grain mill products;23120;Other cereal flours;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for potassium chloride sludge;1.0;4772963a051cef17d7ca63c64215cdf3;kilogram;potassium chloride sludge;GLO;1610;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for maize seed, Swiss integrated production, for sowing;1.0;dca984abc15fc56b0685f7e8c5afdd57;kilogram;maize seed, Swiss integrated production, for sowing;GLO;1640;Seed processing for propagation;1121;Maize (corn), seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for resistor, wirewound, through-hole mounting;1.0;00922060c0e14e463fea9bb044902df4;kilogram;resistor, wirewound, through-hole mounting;GLO;26100;Manufacture of electronic components and boards;47120;Electrical resistors (except heating resistors);MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for maize seed, at farm;1.0;033147584df1e5cf6f81512cf623dccd;kilogram;maize seed, at farm;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1121;Maize (corn), seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for titanium dioxide;1.0;f5a6605496bf26f761809f2ca8a85e2f;kilogram;titanium dioxide;RoW;20110;Manufacture of basic chemicals;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for manganese(III) oxide;1.0;097f1444a1b7a75db442c4a53a2f305c;kilogram;manganese(III) oxide;GLO;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polyurethane, flexible foam, flame retardant;1.0;ae2aef38156e5a84ac8ba7d2e1cad970;kilogram;polyurethane, flexible foam, flame retardant;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for cattle for slaughtering, live weight;1.0;795a888421f4f3e06ba3ee8f0b19aa02;kilogram;cattle for slaughtering, live weight;RoW;1410;Raising of cattle and buffaloes;2111;Cattle;AgriForeAnim;Live animal, fish & their products
market activity;ecoinvent-3.9.1-cutoff;market for butadiene;1.0;c8ff20b4297ebc8d78358fa36a7f773c;kilogram;butadiene;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for integrated circuit, logic type;1.0;9ab4e4fc0af0e3fa68272bf9d5e2bf37;kilogram;integrated circuit, logic type;GLO;26100;Manufacture of electronic components and boards;47160;Electronic integrated circuits;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for rare earth oxide concentrate, 50% REO;1.0;14c93a6106e639bb246c06f0a84e2dc7;kilogram;rare earth oxide concentrate, 50% REO;GLO;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for hydrazine;1.0;cdb19fb363bed3662eac4a0867232056;kilogram;hydrazine;RoW;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for 2-nitroaniline;1.0;4e402383250f11fdef7cdad00d487a56;kilogram;2-nitroaniline;GLO;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for nickel concentrate, 7% Ni;1.0;b075578436e203f643453e16d673fea7;kilogram;nickel concentrate, 7% Ni;RoW;24200;Manufacture of basic precious and other non-ferrous metals;14220;Nickel ores and concentrates;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for sodium formate;1.0;37a9409040114840de005d79be18f5e0;kilogram;sodium formate;RoW;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for potato seed, Swiss integrated production, for setting;1.0;2e3e70a13a97e0412a954eeb2e3ca702;kilogram;potato seed, Swiss integrated production, for setting;GLO;1640;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for glass wool mat;1.0;1548660cbdd613eab4b00ddbd388c490;kilogram;glass wool mat;GLO;23990;Manufacture of other non-metallic mineral products n.e.c.;37116;"Glass mirrors; multiple walled insulating units of glass";GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for battery management system, for Li-ion battery;1.0;914da383ee37147592732e6bdaf6c1dc;kilogram;battery management system, for Li-ion battery;GLO;27200;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for lead;1.0;fbb0f24cb8a09b37b43d853dea138347;kilogram;lead;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41441;Lead, unwrought;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for sodium pyrophosphate;1.0;89834bea4e77c7c027cf002361948441;kilogram;sodium pyrophosphate;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for magnesium, for reuse in hafnium sponge production;1.0;ebf922b54e6bdb28dd1e01edddf1d47f;kilogram;magnesium, for reuse in hafnium sponge production;RoW;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for phthalimide-compound;1.0;eac906448096288e0bcdb340079248fe;kilogram;phthalimide-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for concrete, 35MPa;1.0;6eda1c55d42490a13d4ef702a552aad9;cubic meter;concrete, 35MPa;RoW;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for copper concentrate, sulfide ore;1.0;e76a52ecf45f7c635de6b7f78afbe562;kilogram;copper concentrate, sulfide ore;GLO;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for titanium sponge;1.0;a716c203c8d5cf01bc72a2e443304c70;kilogram;titanium sponge;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for silicon, multi-Si, casted;1.0;73a4483e483a28e471ceffb1e6ef8b0d;kilogram;silicon, multi-Si, casted;RoW;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for phosphorous chloride;1.0;0c00791660d0e10b94370406e5633772;kilogram;phosphorous chloride;RoW;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for coating powder;1.0;9de8bfc2817d1b3743646c6da6561607;kilogram;coating powder;RoW;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for chlorpropham;1.0;bc7a7bbf74c818ce0aa239c5d5e063b2;kilogram;chlorpropham;GLO;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for pentane;1.0;3b649f817f9d16795e8b59e57d32fb00;kilogram;pentane;GLO;20110;Manufacture of basic chemicals;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for kerosene;1.0;bc7f779d70f586e74ee4ab7ce9315c36;kilogram;kerosene;RoW;19200;Manufacture of refined petroleum products;33340;Kerosenes;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for soybean;1.0;8811d20c7cbaece9abf30ba053be05b7;kilogram;soybean;RoW;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1412;Soya beans, other;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for cabbage white;1.0;9f1a495659062ffc1fc4c3dac57c6f36;kilogram;cabbage white;GLO;1130;Growing of vegetables and melons, roots and tubers;1212;Cabbages;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for acrylic varnish, with water, in 53% solution state;1.0;ea53e67a8db812c8db09922ef5aa73d2;kilogram;acrylic varnish, with water, in 53% solution state;RoW;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for methylchloride;1.0;848336823f7b6161cc7b39fff729c3ab;kilogram;methylchloride;RoW;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sand;1.0;72f0fb1669cc82aed89e97ac2d612d0b;kilogram;sand;RoW;8100;Quarrying of stone, sand and clay;15310;Natural sands;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for packaging film, low density polyethylene;1.0;e549ade6161a973471d35ca89bbabd75;kilogram;packaging film, low density polyethylene;GLO;22200;Manufacture of plastics products;36330;Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminat[…];PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for stucco;1.0;4bbe6a869981a0eacb114664f2dd5fa4;kilogram;stucco;GLO;23950;Manufacture of articles of concrete, cement and plaster;37410;Plasters;GlasNonMetal;Glass & other non-metallic products
